title_pt;title_en;year;rating;genre;sinopse;sinopse_enriched;Cluster
Barry Lyndon;Barry Lyndon;1975;8.1;Aventura;Um irlandês conquista o coração de uma viúva rica e assume a posição aristocrática de seu falecido marido na Inglaterra do século XVIII.;Na turbulenta Inglaterra do século XVIII, um audacioso irlandês entra na vida de uma viúva rica, despertando não apenas seu coração, mas também a ambição de assumir o lugar de seu falecido marido. Em meio a intrigas aristocráticas e segredos sombrios, ele se vê em um jogo perigoso de amor e poder. À medida que as barreiras da sociedade se desfazem, o que está em jogo é mais do que apenas status — é a própria essência do amor verdadeiro. Prepare-se para uma jornada emocionante onde paixão e traição se entrelaçam em um destino inesperado.;0
Até o Último Homem;Hacksaw Ridge;2016;8.1;Biografia;O médico amaericano da Segunda Guerra Mundial, Desmond T. Doss, se recusa a matar pessoas e se torna o primeiro homem na história dos Estados Unidos a receber a Medalha de Honra sem atirar um tiro.;No tumulto devastador da Segunda Guerra Mundial, um médico corajoso, Desmond T. Doss, desafia as expectativas e a brutalidade do campo de batalha. Com uma convicção inabalável, ele se recusa a empunhar uma arma, lutando apenas com sua compaixão. Em meio ao caos, ele se torna o primeiro homem na história dos Estados Unidos a ser agraciado com a Medalha de Honra, não por tirar vidas, mas por salvá-las. Prepare-se para testemunhar uma história épica de coragem, fé e a força do espírito humano.;4
Em Nome do Pai;In the Name of the Father;1993;8.1;Biografia;Em 1974, uma explosão a bomba acontece em Guilford, próximo de Londres. Gerry Conlon e amigos são acusados pelo crime e presos. Giuseppe Conlon, pai de Gerry, pede ajuda à advogada Gareth Peirce, que investiga as irregularidades do caso.;Em uma Londres atormentada pela violência, 1974 se torna o palco de uma explosão devastadora em Guilford, marcando o início de um pesadelo para Gerry Conlon e seus amigos, que são injustamente acusados e aprisionados. Desesperado, Giuseppe Conlon clama por justiça e recorre à destemida advogada Gareth Peirce, que mergulha nas profundezas de um sistema corrupto para desvendar as chocantes irregularidades que ameaçam destruir vidas. Em uma batalha intensa contra o tempo, eles se unem para desafiar o destino e lutar pela verdade em meio ao caos. A esperança renasce, mas a luta por justiça nunca foi tão arriscada.;3
A General;The General;1926;8.1;Ação;Uns espiões roubam a amada locomotiva de um engenheiro, ele a persegue sozinho através das linhas inimigas.;Em uma jornada repleta de perigo e traição, um engenheiro destemido se vê em uma corrida contra o tempo quando espiões audaciosos sequestram sua amada locomotiva. Com coragem e determinação, ele se lança em uma perseguição solitária, atravessando as linhas inimigas em busca do que lhe foi tirado. Cada trilho percorrido é uma batalha, cada curva um teste de fé. Em um mundo onde a lealdade é uma miragem, ele lutará para resgatar não apenas sua criação, mas também o amor que a motiva.;1
O Franco Atirador;The Deer Hunter;1978;8.1;Drama;Um retrato detalhado das maneiras pelas quais a Guerra do Vietnã interrompeu a vida dos habitantes de uma pequena cidade industrial na Pensilvânia.;Em meio ao crepitar das balas e ao eco distante da guerra, uma tranquila cidade industrial na Pensilvânia se vê dilacerada por sombras de um conflito que transforma vidas e sonhos. Este é um retrato profundo e comovente das cicatrizes invisíveis deixadas pela Guerra do Vietnã, que invade o cotidiano e revela a fragilidade da paz. Prepare-se para testemunhar como o destino de uma comunidade é irrevogavelmente alterado, enquanto os ecos da batalha ressoam nas almas de seus habitantes. Uma história de resistência, sacrifício e a busca por redenção em tempos de caos.;4
Morangos Silvestres;Wild Strawberries;1957;8.1;Drama;Depois de viver uma vida marcada pela frieza, um professor idoso é forçado a confrontar o vazio de sua existência.;Em um mundo onde o silêncio ecoa mais alto que palavras, um professor idoso, consumido pela frieza de suas escolhas, se vê diante de um abismo de solidão. Quando os fantasmas de um passado não vivido ameaçam engolir sua alma, ele não tem outra opção a não ser encarar o vazio que o rodeia. Uma jornada de autodescoberta se inicia, onde cada lembrança perdida se transforma em uma chance de redenção. Prepare-se para uma reflexão profunda sobre a vida, o amor e a coragem de reescrever sua própria história.;0
Memórias de um Assassino;Memories of Murder;2003;8.1;Policial;Em uma pequena província coreana em 1986, três detetives estão procurando o culpado de uma série de estupros e assassinatos de mulheres jovens.;Na sombria e opressiva província da Coreia, em 1986, três destemidos detetives se lançam em uma caçada implacável, confrontando seus próprios demônios enquanto buscam um serial killer que aterroriza a população. Em meio a segredos revelados e a tensão crescente, cada pista os aproxima da verdade, mas também dos perigos que rondam a escuridão humana. A vida de jovens inocentes está em jogo, e a pressão aumenta à medida que o tempo se esgota. Prepare-se para uma jornada angustiante em busca de justiça em um mundo onde a esperança e o medo colidem.;2
O 3º Homem;The Third Man;1949;8.1;Filme noir;O romancista Holly Martins viaja para sombria, Viena pós-guerra, apenas para ele mesmo investigar a misteriosa morte de um velho amigo, Harry Lime;Em meio às sombras de uma Viena devastada pela guerra, o romancista Holly Martins mergulha em um labirinto de intrigas e segredos para desvendar a enigmática morte de seu querido amigo, Harry Lime. À medida que os mistérios se desenrolam, ele se vê diante de uma teia de traições e revelações que ameaçam não apenas sua vida, mas também sua própria sanidade. Em um mundo onde a verdade é tão obscura quanto as ruas, Holly lutará contra forças implacáveis em busca de justiça. Prepare-se para uma jornada repleta de tensão e reviravoltas que o levará ao limite da paranoia e da descoberta.;2
O Salário do Medo;The Wages of Fear;1953;8.2;Aventura;Em uma aldeia da América do Sul, quatro homens são contratados para transportar uma remessa urgente de nitroglicerina, mas sem o equipamento de segurança.;Em uma remota aldeia da América do Sul, quatro homens destemidos aceitam uma missão que pode mudar suas vidas: transportar uma remessa mortal de nitroglicerina, desafiando a própria morte em cada curva. Sem o equipamento de segurança, eles se lançam em uma jornada repleta de tensão e perigos implacáveis. A adrenalina corre nas veias enquanto o tempo se esgota e a traição espreita nas sombras. Será que a bravura deles será suficiente para enfrentar o caos que se aproxima?;1
Relatos Selvagens;Wild Tales;2014;8.1;Comédia;Sies historias curtas que exploram o comportamento humano de pessoas desesperadas.;Seis histórias entrelaçadas, onde a desespero encontra sua expressão mais crua. Em cada esquina, almas perdidas lutam contra suas próprias sombras, revelando a fragilidade da natureza humana. Prepare-se para uma jornada intensa que desafia os limites da sanidade e da compaixão. Em um mundo onde a esperança é uma miragem, o que você faria para sobreviver?;0
Bancando o Águia;Sherlock Jr.;1924;8.2;Ação;Um projecionista de cinema deseja ser um detetive e coloca suas magras habilidades em prática quando um rival o incrimina por roubar o relógio de bolso do pai de sua namorada.;Em um mundo onde a sétima arte e a realidade se entrelaçam, um projecionista de cinema sonha em se tornar um destemido detetive. Quando um rival traiçoeiro o acusa de roubar o precioso relógio de bolso do pai de sua amada, ele se vê em uma corrida contra o tempo para provar sua inocência. Armado apenas com suas fracas habilidades e uma paixão ardente, ele mergulha em um mistério envolvente que desafia não apenas sua coragem, mas também o amor que o motiva. A verdade está nas sombras, e ele não descansará até desvendá-la.;3
Mad Max: Estrada da Fúria;Mad Max: Fury Road;2015;8.1;Ação;Num mundo apocalíptico, uma mulher se rebela contra um tirano ao procurar uma nova casa para um grupo de mulheres prisioneiras com a ajuda dum homem chamado Max.;Em um mundo devastado pelo caos, onde a opressão reina e a esperança parece uma lembrança distante, uma mulher destemida se levanta contra um tirano implacável. Junto a um aliado enigmático chamado Max, ela embarca em uma jornada perilosa em busca de um refúgio para um grupo de mulheres prisioneiras, desafiando as sombras do desespero. Enquanto inimigos se aproximam e a luta pela liberdade se intensifica, elas descobrirão que a força da união pode ser a única chave para a sobrevivência. Prepare-se para uma batalha épica onde coragem e determinação serão testadas até o fim.;3
A Mulher Faz o Homem;Mr. Smith Goes to Washington;1939;8.1;Comédia;Um homem ingênuo é eleito para ocupar uma vaga no Senado dos Estados Unidos. Seus planos colidem rapidamente com a corrupção política, mas ele não desiste.;Um homem de coração puro, inesperadamente alçado ao poder no Senado dos Estados Unidos, se vê em meio a um mar de corrupção e traições. Enquanto seus ideais se chocam com a realidade sombria da política, sua determinação inabalável o empurra a lutar contra um sistema que parece imbatível. Em uma batalha desesperada por justiça, ele se torna a voz da esperança em um mundo repleto de desilusão. A luta de um homem contra a corrupção pode mudar o destino de uma nação.;1
Sociedade dos Poetas Mortos;Dead Poets Society;1989;8.1;Comédia;O professor de Inglés John Keating inspira a seus estudantes a ver a poesia duma perspectiva diferente.;No coração de uma conservadora escola preparatória, o carismático professor de inglês, John Keating, desafia seus alunos a romper as correntes da conformidade. Com palavras que ecoam como um sussurro de liberdade, ele os guia a perceber a poesia não apenas como arte, mas como um grito da alma. À medida que seus ensinamentos provocam revoluções internas, os jovens homens descobrirão que a verdadeira beleza da vida reside em viver com paixão e coragem. Este é um chamado para sonhar, amar e, acima de tudo, ser livre.;0
Monstros S.A.;Monsters, Inc.;2001;8.1;Animação;Para poder dar electricidade a sua cidade, os monstros tem que assustar a crianças. Pensando que as crianças são perigosas para eles, dois monstros acham que as coisas podem ser diferentes.;Em um mundo onde a escuridão reina e as luzes da cidade estão prestes a se apagar, dois monstros aterrorizados pela crença de que as crianças são ameaças decidem desafiar o destino. Em uma jornada inesperada, eles descobrem que o verdadeiro poder da eletricidade reside na amizade e na coragem. Será que esses seres temidos poderão unir forças com aqueles que antes consideravam inimigos para iluminar suas vidas? Prepare-se para uma aventura emocionante que vai transformar medos em luz!;0
Como Treinar o Seu Dragão;How to Train Your Dragon;2010;8.1;Animação;Um jovem e desafortunado viking que aspira a caçar dragões se torna o improvável amigo de um jovem dragão, e descobre que pode haver mais nas criaturas do que ele supunha.;Em um mundo onde dragões e vikings são inimigos mortais, um jovem guerreiro, marcado pela desventura, encontra um inesperado aliado nas asas de um jovem dragão. Juntos, eles desvendam segredos que desafiam suas crenças, provando que a verdadeira coragem reside na amizade. Prepare-se para uma jornada épica, onde o destino de duas espécies se entrelaça em uma batalha pela compreensão e pela paz. A aventura acaba de começar, e o que está em jogo é mais do que apenas suas vidas.;3
Mary e Max: Uma Amizade Diferente;Mary and Max;2009;8.1;Animação;Relata a estranha história de uma amizade entre dois amigos por correspondência: Mary, uma garota solitária de oito anos que vive nos subúrbios de Melbourne, e Max, um homem obeso de quarenta e quatro anos que vive em Nova York.;Em meio à solidão dos subúrbios de Melbourne, uma menina de oito anos chamada Mary encontra um inesperado amigo na vastidão da cidade de Nova York. Max, um homem de quarenta e quatro anos, carrega o peso de suas lutas e anseios, criando laços que desafiam a distância e o tempo. Juntos, eles descobrirão que a verdadeira amizade pode florescer nas circunstâncias mais improváveis, revelando segredos profundos e corações quebrados. Prepare-se para uma jornada emocionante que transcende barreiras e redefine o que significa ser compreendido.;1
Tubarão;Jaws;1975;8.1;Aventura;Quando um tubarão desencadea caos numa praia, um xerife, um biologista e um marinheiro daram caça ao animal.;Em uma tranquila praia, o sossego é brutalmente interrompido quando um tubarão faminto mergulha nas águas cristalinas, semeando o terror entre os banhistas. Agora, um destemido xerife, um brilhante biologista e um experiente marinheiro unem forças em uma caça implacável para enfrentar essa ameaça mortal. Em meio a ondas de pânico e adrenalina, cada segundo conta para salvar vidas e restaurar a paz. Prepare-se para uma batalha épica entre o homem e a natureza, onde a sobrevivência se torna a única opção.;4
O Sétimo Selo;The Seventh Seal;1957;8.1;Drama;Um homem procura respostas sobre a vida, a morte e a existência de Deus enquanto joga xadrez contra a morte durante a Morte Negra.;Em meio ao caos da Morte Negra, um homem solitário desafia o destino em uma partida épica de xadrez contra a própria Morte. Enquanto as sombras da dúvida pairam sobre sua alma, ele busca respostas profundas sobre a vida, a morte e o enigma da existência de Deus. Cada movimento no tabuleiro revela não apenas estratégias, mas também os segredos mais sombrios da condição humana. A batalha está prestes a começar, e o que está em jogo é mais do que apenas uma vida – é a própria essência da fé.;1
O Quarto de Jack;Room;2015;8.1;Drama;Um menino é mantido preso em um quarto com sua mãe desde seu nascimento, por isso sua visão do mundo é muito reduzida.;Em um mundo confinado, um menino e sua mãe vivem aprisionados em um quarto, onde os sonhos e a realidade se entrelaçam em um espaço que mal conseguem compreender. Desde o nascimento, ele conhece apenas a luz que filtra pelas frestas e o amor incondicional de sua mãe, enquanto sua imaginação anseia por um horizonte desconhecido. Mas quando a curiosidade se torna irresistível, ele se vê em uma jornada de descoberta que desafiará tudo o que pensava saber. Prepare-se para uma história de coragem e esperança em meio à escuridão.;0
O Grande Lebowski;The Big Lebowski;1998;8.1;Comédia;Jeff The Dude Lebowski, foi confundido por um millonário do mesmo nome e procurará restituçao com a ajuda do seus amigos.;"Em um mundo onde a identidade se confunde com a fortuna, Jeff ""The Dude"" Lebowski, um homem comum de espírito livre, se vê arrastado para uma teia de enganos e intrigas quando é confundido com um milionário homônimo. Determinado a recuperar o que é seu, ele une forças com seus excêntricos amigos em uma jornada repleta de humor, ação e reviravoltas inesperadas. À medida que enfrentam perigos e desilusões, a verdadeira essência da amizade e da justiça será testada. Prepare-se para uma aventura que redefine o que significa ser um “Dude” na busca por redenção!";0
Era uma Vez em Tóquio;Tokyo Story;1953;8.1;Drama;Um casal de idosos visita seus filhos e netos na cidade, mas recebe pouca atenção.;Em uma cidade pulsante, um casal de idosos viaja ansiosamente para reencontrar seus filhos e netos, apenas para se deparar com a dura realidade da indiferença. Enquanto os risos e as distrações da juventude ecoam ao seu redor, eles lutam para encontrar seu lugar em um mundo que parece ter esquecido seu valor. Mas no silêncio de seus corações, uma jornada de redescoberta e amor os aguarda. Será que eles conseguirão reacender laços que nunca deveriam ter se apagado?;1
Ford vs Ferrari;Ford v Ferrari;2019;8.1;Ação;Um designer de carros e um motorista combatem a interferência corporativa, as leis da física e seus próprios demônios pessoais para construir um carro de corrida revolucionário para a Ford e desafiar a Ferrari nas 24 Horas de Le Mans em 1966.;Em uma época em que a velocidade e a rivalidade se entrelaçam, um audacioso designer de carros e um destemido piloto enfrentam um impiedoso império corporativo, os limites da física e seus mais profundos demônios. Juntos, eles embarcam em uma jornada épica para criar um carro de corrida revolucionário para a Ford, desafiando a lendária Ferrari nas icônicas 24 Horas de Le Mans de 1966. Prepare-se para uma batalha onde a paixão e a inovação colidem na pista. A vitória não é apenas uma questão de velocidade, mas de superação e coragem.;3
Ratatouille;Ratatouille;2007;8.1;Animação;Um rato que pode cozinhar forja uma aliança incomum com um jovem garoto em um famoso restaurante em Paris.;Em meio ao glamour e à agitação de um renomado restaurante em Paris, um rato extraordinário com um paladar apurado desbrava os segredos da culinária. Junto a um jovem sonhador, eles formam uma parceria improvável, desafiando as convenções e a desconfiança de todos ao redor. Juntos, eles descobrirão que a verdadeira magia da cozinha vai além dos ingredientes, revelando um legado de sabor e amizade que transcende as barreiras do impossível. Prepare-se para uma jornada recheada de risos, desafios e a paixão pela gastronomia!;1
Hotel Ruanda;Hotel Rwanda;2004;8.1;Biografia;Paul Rusesabagina era o gerente de um hotel que abrigava mais de mil refugiados tutsis durante sua luta contra a milícia hutu em Ruanda.;Em meio ao caos devastador da guerra civil em Ruanda, Paul Rusesabagina, um gerente de hotel corajoso, transforma seu refúgio em um santuário de esperança, abrigando mais de mil almas ameaçadas pela brutalidade da milícia hutu. Com a vida de todos em suas mãos, ele luta contra o relógio e a indiferença do mundo, arriscando tudo para proteger aqueles que não têm para onde ir. A coragem se torna sua única arma em uma batalha épica pela sobrevivência, onde cada decisão pode custar vidas. Prepare-se para uma história de heroísmo que ecoará por gerações.;4
O Martírio de Joana D'Arc;The Passion of Joan of Arc;1928;8.2;Biografia;Em 1431, Joana D'Arc é julgada sob acusações de heresia. Os advogados da Igreja tentam forçar Jeanne a retractar suas reivindicações de visões sagradas.;No tumultuado ano de 1431, Joana D'Arc enfrenta um julgamento que desafia não apenas sua fé, mas também sua própria alma. Acusada de heresia, a jovem guerreira é pressionada pelos advogados da Igreja a renunciar suas poderosas visões divinas. Em meio a um mar de intrigas e conspirações, ela deve lutar contra as sombras que ameaçam silenciar sua voz e destruir sua verdade. A batalha por sua crença se transforma em um épico confronto entre a luz da fé e a escuridão da dúvida.;3
Rocky: Um Lutador;Rocky;1976;8.1;Drama;Um boxer pouco conhecido tem uma grande oportunidade de enfrentar o campeão dos pesos pesados em uma partida em que ele esperaele espera estar à altura da tarefa e divulgar seu nome.;Em um mundo onde apenas os mais fortes sobrevivem, um boxeador obscuro se vê diante de uma chance única: enfrentar o imbatível campeão dos pesos pesados. Com o peso da expectativa em seus ombros e o desejo ardente de deixar sua marca, ele se prepara para uma batalha que pode mudar seu destino para sempre. A glória e a fama estão a um soco de distância, mas será que ele está realmente pronto para o desafio? Em uma luta entre coragem e desespero, apenas um sairá vitorioso.;3
Logan;Logan;2017;8.1;Ação;Em um futuro em que os mutantes estão quase extintos, um velho e cansado Logan leva uma vida tranquila. Mas quando Laura, uma garota mutante perseguida por cientistas, pede ajuda a ele, ele deve colocá-la em segurança.;Em um mundo desolado, onde os mutantes estão à beira da extinção, um Logan envelhecido e desgastado busca paz em sua solidão. Entretanto, o destino intercede quando Laura, uma jovem mutante marcada pela perseguição implacável de cientistas, aparece em sua porta implorando por ajuda. Agora, Logan é forçado a reviver suas habilidades e enfrentar um passado sombrio, numa corrida contra o tempo para garantir a segurança da última esperança da humanidade. Prepare-se para uma jornada épica de redenção, onde cada escolha pode ser a diferença entre a vida e a morte.;0
Platoon;Platoon;1986;8.1;Drama;Um jovem soldado do Vietnã se confronta com uma crisis moral frete aos horrores da guerra.;Em meio à brutalidade sem fim da Guerra do Vietnã, um jovem soldado se vê mergulhado em uma tempestade de dilemas morais que desafiam sua humanidade. À medida que os horrores da batalha se desenrolam diante de seus olhos, ele deve confrontar não apenas o inimigo, mas também os fantasmas que assombram sua própria alma. A luta por sobrevivência se torna uma jornada de autodescoberta, onde cada decisão pode custar a vida de alguém ou a sua própria sanidade. A guerra pode ter um preço, mas a verdadeira batalha é pela consciência.;4
Spotlight: Segredos Revelados;Spotlight;2015;8.1;Biografia;A verdadeira historia de como o jornal Boston Globe revelou o escândalo de abuso sexual infantil dentro da igreja católica da cidade e que agitou a toda igreja católica no mundo.;Em uma Boston abalada por segredos obscuros, a equipe destemida do jornal Boston Globe se lança em uma investigação que desvela um aterrador escândalo de abuso sexual infantil dentro da igreja católica. À medida que cada revelação choca a cidade, a coragem dos jornalistas desafia não apenas uma instituição venerada, mas também a própria fé de milhões. Prepare-se para uma história de verdade e resistência que ressoará nos corações de todos, ecoando muito além das paredes da igreja. Esta é a batalha por justiça que mudará o curso da história.;1
O Exterminador do Futuro;The Terminator;1984;8.1;Ação;Um indestrutível robô é enviado de 2029 a 1984 para assassinar a uma jovem garçonete que vai ter um filho que vai liderar uma guerra contra máquinas maa um soldado humano também é enviado para protege-lha.;Em um futuro devastado, onde as máquinas dominam a humanidade, um robô indestrutível é enviado de 2029 a 1984 com uma missão mortal: eliminar uma jovem garçonete cuja vida está entrelaçada com o destino da raça humana. Mas, em meio ao caos do tempo, um corajoso soldado humano surge como seu protetor, desafiando as forças implacáveis do inimigo. A batalha entre o passado e o futuro começa, e a sobrevivência da esperança depende de um amor inesperado. Prepare-se para uma jornada épica onde a luta pela liberdade se torna uma questão de vida ou morte.;1
Jai Bhim;Jai Bhim;2021;8.8;Policial;Quando um homem tribal é preso por um caso de suposto roubo, sua esposa recorre a um advogado de direitos humanos para ajudá-lo a fazer justiça.;"Em meio a um cenário de injustiça e opressão, um homem tribal é brutalmente encarcerado, acusado de um crime que não cometeu. Desesperada e determinada, sua esposa busca a ajuda de um audacioso advogado de direitos humanos, que arriscará tudo para desafiar um sistema corrupto. Juntos, eles lutam não só pela liberdade de um homem, mas por um grito de resistência que ecoará por gerações. Prepare-se para uma batalha épica pela verdade e pela dignidade em ""Vozes da Justiça"".";4
Antes do Pôr do Sol;Before Sunset;2004;8.1;Drama;Nove anos depois de se conhecer, o Jesse e a Celine se encontram novamente na França.;Após nove longos anos de separação, o destino entrelaça novamente os caminhos de Jesse e Celine nas românticas ruas da França. Entre memórias que ecoam e emoções à flor da pele, eles redescobrem o que perderam e o que ainda pode ser encontrado. Em um encontro que desafia o tempo, o amor ressurge, revelando segredos e promessas que estavam adormecidos. Será que o passado pode iluminar o futuro?;0
Rush: No Limite da Emoção;Rush;2013;8.1;Ação;A história da rivalidade impiedosa nos anos 70 entre os rivais de Fórmula 1 James Hunt e Niki Lauda.;Nos anos 70, um duelo feroz se desenrola nas pistas de Fórmula 1, onde a paixão e a ambição colidem em uma batalha épica entre os carismáticos rivais James Hunt e Niki Lauda. Enquanto a velocidade os impulsiona, suas personalidades opostas se tornam um campo de guerra, testando não apenas suas habilidades, mas também suas almas. Prepare-se para testemunhar uma rivalidade que transcende o asfalto, onde a glória e o sacrifício andam lado a lado. Em um mundo onde cada curva pode ser fatal, quem sairá vitorioso dessa corrida implacável?;3
Rede de Intrigas;Network;1976;8.1;Drama;Uma rede de televisão explora os delírios e revelações de um homem perturbado.;Em um mundo onde a realidade se confunde com a loucura, uma poderosa rede de televisão mergulha nas profundezas da mente de um homem atormentado. À medida que seus delírios se tornam revelações explosivas, a linha entre o espetáculo e o sofrimento se desfaz. Prepare-se para uma jornada visceral que desafia as fronteiras da sanidade e expõe segredos obscuros. O que você está prestes a assistir pode mudar tudo.;2
Conta Comigo;Stand by Me;1986;8.1;Aventura;Depois da morte de um de seus velhos amigos, um escritor relembra sua viagem com os amigos de infância para encontrar o corpo de um menino desaparecido.;Após a trágica perda de um amigo querido, um escritor mergulha nas memórias de uma infância marcada por aventuras e mistérios. Junto a seus amigos de juventude, ele embarca em uma jornada emocional para desvendar o enigma do desaparecimento de um garoto, enfrentando os fantasmas do passado. Em meio a risos e lágrimas, segredos enterrados ressurgem, revelando laços que nunca se romperam. Prepare-se para uma viagem que tocará o coração e desafiará a compreensão do que significa amizade e perda.;0
Os Melhores Anos de Nossa Vida;The Best Years of Our Lives;1946;8.1;Drama;Três veteranos da Segunda Guerra Mundial voltam para casa na cidade pequena da América para descobrir que eles e suas famílias foram mudados irreparavelmente.;Após anos de bravura nas trincheiras da Segunda Guerra Mundial, três veteranos retornam à sua pacata cidade natal, apenas para se depararem com um lar transformado, onde o eco das memórias e os fantasmas do passado os aguardam. Com suas famílias marcadas por traumas e a vida cotidiana desmoronando, eles lutam para reconquistar o que perderam. Em meio a um turbilhão de emoções e desafios inesperados, a verdadeira batalha começa agora, na busca por redenção e reconexão. O que acontece quando o lar que você conhecia se torna um lugar desconhecido?;4
O Mágico de Oz;The Wizard of Oz;1939;8.1;Aventura;A Dorothy Gale é levada por um tornado até a mágica cidade de Oz e vá numa viagem com novos amigos que la ajudar a voltar para casa.;Quando um tornado feroz arrasta Dorothy Gale para a deslumbrante e enigmática cidade de Oz, sua vida muda para sempre. Em uma jornada repleta de magia e amizade, ela encontra aliados inesperados que a ajudam a desvendar os mistérios dessa terra encantada. Juntos, eles enfrentam desafios e perigos inimagináveis, enquanto Dorothy luta para encontrar o caminho de volta para casa. Prepare-se para uma aventura épica que transcende os limites da imaginação!;3
Na Natureza Selvagem;Into the Wild;2007;8.1;Aventura;Depois de terminar a universidade, Christopher McCandless deixa pra trás suas posses e vai para o Alasca viver na natureza.;Após concluir sua jornada acadêmica, Christopher McCandless abandona tudo o que possui, mergulhando em uma busca intensa por liberdade e autodescoberta nas vastas e selvagens paisagens do Alasca. Em meio à solidão da natureza indomada, ele enfrenta não apenas os desafios do ambiente, mas também os demônios de sua própria alma. Cada passo em direção ao desconhecido se torna uma batalha entre a vida e a morte, onde os verdadeiros limites do ser humano são testados. Este é um conto de coragem, sacrifício e a eterna busca por significado em um mundo indiferente.;1
O Ódio;La haine;1995;8.1;Policial;24 horas na vida de três jovens nos subúrbios franceses no dia seguinte a uma rebelião violenta.;Em um dia fatídico, três jovens lutam para encontrar seu lugar em meio ao caos que se instalou nos subúrbios franceses após uma rebelião devastadora. Enquanto os ecos da violência ainda ressoam, suas vidas se entrelaçam em uma jornada de autodescoberta, esperança e desespero. Em um cenário de tensão e incerteza, cada escolha pode ser a diferença entre a redenção e a perdição. Prepare-se para testemunhar a luta pela sobrevivência e pela dignidade em 24 horas que mudarão tudo.;1
O Exorcista;The Exorcist;1973;8.1;Terror;Quando uma adolescente é possuída por uma entidade misteriosa, sua mãe busca a ajuda de um padre, que também é um psiquiatra, para salvar sua filha.;Em uma luta desesperada contra a escuridão, uma mãe corajosa descobre que sua filha foi tomada por uma entidade sombria e implacável. Em busca de esperança, ela recorre a um padre enigmático, cuja sabedoria como psiquiatra pode ser a chave para a salvação. Juntos, eles enfrentam demônios que vão além da compreensão, numa batalha intensa pela alma da jovem. O amor materno será forte o suficiente para derrotar o mal que a aprisiona?;1
Os Incríveis;The Incredibles;2004;8.0;Animação;Uma familia de heróis encobertos tentando viver uma vida tranquila se vem obrigados a salvar o mundo.;Em um mundo onde a normalidade é apenas uma fachada, uma família de heróis encobertos luta para manter a paz em suas vidas. Mas quando a sombra do caos ameaça consumir tudo o que amam, eles são forçados a deixar suas identidades secretas para trás. Agora, unindo forças, eles devem enfrentar desafios inimagináveis e desvendar segredos que podem mudar o destino da humanidade. O que eles descobrirão os levará a compreender que, para salvar o mundo, é preciso primeiro aceitar quem realmente são.;0
Piratas do Caribe: A Maldição do Pérola Negra;Pirates of the Caribbean: The Curse of the Black Pearl;2003;8.1;Ação;O ferreiro Will Turner se junta ao capitão Jack Sparrow para salvar seu amor, a filha do governador, dos ex-aliados piratas de Jack, que agora estão vivos.;Em um mundo onde alianças se desfazem como areia entre os dedos, o destemido ferreiro Will Turner une forças com o astuto capitão Jack Sparrow. Juntos, eles embarcam em uma jornada perigosa para resgatar a filha do governador, prisioneira nas garras de antigos aliados piratas, agora ressurgidos das sombras. A cada passo, o destino de seu amor e a própria alma da liberdade estão em jogo. Prepare-se para uma aventura épica, onde a bravura e a traição dançam em um mar tempestuoso!;3
Ser ou Não Ser;To Be or Not to Be;1942;8.2;Comédia;Durante a ocupação nazista da Polônia, uma trupe de atuação se envolve nos esforços de um soldado polonês para rastrear um espião alemão.;No sombrio cenário da ocupação nazista da Polônia, uma destemida trupe de atores se une a um valente soldado polonês em uma missão arriscada. Juntos, eles devem desvelar os segredos de um espião alemão infiltrado, onde cada ato pode ser a diferença entre a vida e a morte. Em meio ao caos, a arte se transforma em resistência, revelando a coragem que se esconde nas sombras. A luta pela liberdade nunca foi tão dramática e intensa.;4
Feitiço do Tempo;Groundhog Day;1993;8.0;Comédia;Um homem vive o mesmo dia uma e outra vez.;Em uma batalha contra o tempo e o destino, um homem se vê preso em um ciclo interminável, revivendo o mesmo dia, dia após dia. Conforme os minutos se transformam em horas de desespero e descoberta, ele luta para quebrar as correntes de sua repetição eterna. Mas em meio à repetição, ele encontrará a chave para sua liberdade e a verdadeira essência da vida. A pergunta é: até onde você iria para mudar seu destino?;3
Meu Pai e Meu Filho;My Father and My Son;2005;8.2;Drama;A família de um jornalista de esquerda é separada após o golpe militar na Turquia em 1980.;No turbilhão da Turquia em 1980, um valente jornalista de esquerda vê sua vida desmoronar quando um golpe militar separa brutalmente sua amada família. Em meio ao caos e à opressão, ele luta contra um sistema implacável, determinado a reunir os laços que a tirania tentou destruir. Em uma jornada de coragem e resistência, a esperança brilha mesmo nas sombras da desolação. Será que o amor e a verdade conseguirão triunfar sobre a injustiça?;1
As Vinhas da Ira;The Grapes of Wrath;1940;8.1;Drama;Uma família pobre no Centro-Oeste é forçada a abandonar suas terras. Eles viajam para a Califórnia, sofrendo os infortúnios dos sem-teto na Grande Depressão.;Em meio à poeira e à desolação do Centro-Oeste, uma família lutadora se vê obrigada a deixar suas terras, em busca de um futuro incerto. Com o coração apertado, eles embarcam em uma jornada épica rumo à Califórnia, enfrentando os cruéis desafios da Grande Depressão. Cada passo revela a dureza da vida nas ruas, onde a esperança é um luxo e a sobrevivência, uma batalha incessante. Mas, mesmo diante da adversidade, o amor e a resiliência se tornam sua única âncora em meio ao caos.;3
